# OpenNGC (https://github.com/mattiaverga/OpenNGC), CC-BY-SA-4.0
# id	common	type	ra_hours	dec_deg	mag	size_arcmin	alias
NGC 3303 NED01		GX	10.616511	18.137694	15.61	0.59	
NGC 3303 NED02		GX	10.616669	18.135889	14.5	1.1	
NGC 3304		GX	10.627197	37.455639	14.34	1.55	
NGC 3305		GX	10.603264	-27.162194	12.74	1.17	
NGC 3306		GX	10.619506	12.652472	13.84	1.04	
NGC 3307		GX	10.604769	-27.52975	14.4	0.95	
NGC 3308		GX	10.606222	-27.438139	12.3	1.21	
NGC 3309		GX	10.609917	-27.518444	11.74	1.82	
NGC 331		GX	0.785239	-2.731139	15.51	0.96	
NGC 3310		GX	10.646072	53.503389	11.61	1.8	
NGC 3311		GX	10.611894	-27.528333	11.32	2.63	
NGC 3312		GX	10.617367	-27.565056	12.89	3.31	
NGC 3313		GX	10.623736	-25.319444	11.73	2.96	
NGC 3314		GX	10.620333	-27.684444	99.0	1.2	
NGC 3314A		GX	10.620236	-27.683944	13.11	1.17	
NGC 3314B		GX	10.620347	-27.684972	13.51	0.64	
NGC 3315		GX	10.622008	-27.192306	13.05	1.2	
NGC 3316		GX	10.627033	-27.594306	12.59	0.96	
NGC 3317		OTHER	10.628642	-27.519611	99.0	0.0	
NGC 3318		GX	10.620975	-41.627556	11.5	2.52	
NGC 3318A		GX	10.59225	-41.740944	15.84	1.29	
NGC 3318B		GX	10.626067	-41.465389	13.91	1.54	
NGC 3319		GX	10.652628	41.686667	11.37	3.63	
NGC 332		GX	0.980314	7.111306	14.82	1.37	
NGC 3320		GX	10.660147	47.397917	12.96	1.95	
NGC 3321		GX	10.647378	-11.648861	13.67	2.3	
NGC 3323		GX	10.660844	25.32275	14.34	0.95	
NGC 3324		OC	10.621169	-58.619556	6.7	4.8	
NGC 3325		GX	10.655681	-0.20025	13.0	1.26	
NGC 3326		GX	10.65885	5.107611	14.22	0.97	
NGC 3327		GX	10.666094	24.09125	14.03	1.26	
NGC 3328		STAR	10.665069	9.300111	99.0	0.0	
NGC 3329		GX	10.744269	76.809444	12.82	1.91	
NGC 333		GX	0.980889	-16.470278	99.0	1.5	
NGC 3330		OC	10.645953	-54.130722	7.4	5.1	
NGC 3331		GX	10.66915	-23.820361	13.97	1.19	
NGC 3332		GX	10.674547	9.182556	13.59	1.37	
NGC 3333		GX	10.663842	-36.036167	13.12	1.44	
NGC 3334		GX	10.692	37.312861	12.84	1.21	
NGC 3335		GX	10.659461	-23.922694	14.07	1.1	
NGC 3336		GX	10.671394	-27.777083	12.31	1.97	
NGC 3337		GX	10.696553	4.988389	15.07	1.16	
NGC 3338		GX	10.702094	13.747	10.88	1.23	
NGC 3339		STAR	10.702794	-0.36925	15.4	0.0	
NGC 333A		GX	0.980919	-16.469194	16.0	0.41	
NGC 333B		GX	0.980858	-16.471444	14.9	1.5	
NGC 334		GX	0.980503	-35.116028	14.62	1.08	
NGC 3340		GX	10.704997	-0.376861	13.24	1.29	
NGC 3341		GX	10.708742	5.043806	14.84	1.07	
NGC 3343		GX	10.769569	73.353139	14.63	1.34	
NGC 3344		GX	10.725319	24.922222	9.98	6.7	
NGC 3345		STAR	10.725561	11.985278	99.0	0.0	
NGC 3346		GX	10.727475	14.871861	12.57	2.64	
NGC 3347		GX	10.712931	-36.352667	11.51	4.05	
NGC 3347A		GX	10.672392	-36.411111	13.46	2.21	
NGC 3347B		GX	10.69995	-36.935333	13.72	2.99	
NGC 3347C		GX	10.681581	-36.287917	14.86	1.35	
NGC 3348		GX	10.786111	72.839667	10.92	2.13	
NGC 3349		GX	10.730711	6.762972	15.09	0.7	
NGC 335		GX	0.988828	-18.234667	15.16	1.28	
NGC 3350		GX	10.739714	30.724861	15.29	0.65	
NGC 3352		GX	10.737481	22.371194	12.56	1.43	
NGC 3353		GX	10.756225	55.960389	12.7	1.36	
NGC 3354		GX	10.717483	-36.362389	13.23	1.02	
NGC 3355		GX	10.690553	-23.38425	13.73	1.25	
NGC 3356		GX	10.736731	6.758778	13.28	1.69	
NGC 3357		GX	10.739094	14.084472	14.1	1.03	
NGC 3358		GX	10.725839	-36.410694	11.61	3.62	
NGC 3359		GX	10.776906	63.224222	10.55	4.07	
NGC 336		GX	0.967453	-18.384333	15.48	0.75	
NGC 3360		GX	10.737828	-11.242556	13.73	1.03	
NGC 3361		GX	10.741436	-11.207917	12.84	2.23	
NGC 3362		GX	10.7477	6.596722	15.0	1.32	
NGC 3363		GX	10.752628	22.0785	14.47	0.86	
NGC 3364		GX	10.808283	72.425028	13.47	1.39	
NGC 3365		GX	10.770164	1.813278	12.57	4.04	
NGC 3366		GX	10.585633	-43.691806	11.71	2.72	
NGC 3367		GX	10.776375	13.750861	11.73	2.88	
NGC 3369		GX	10.779069	-25.244444	13.58	0.72	
NGC 337		GX	0.997247	-7.577972	11.48	2.92	
NGC 3370		GX	10.784458	17.273611	12.16	2.44	
NGC 3372	Carina Nebula	EN	10.752369	-59.866694	3.0	120.0	
NGC 3374		GX	10.800292	43.186556	14.51	1.22	
NGC 3375		GX	10.783553	-9.941306	12.61	1.49	
NGC 3376		GX	10.790714	6.048139	14.16	1.13	
NGC 3377		GX	10.795092	13.985917	10.27	3.87	
NGC 3377A		GX	10.789528	14.069444	13.71	1.43	
NGC 3378		GX	10.778686	-40.016028	13.46	1.5	
NGC 337A		GX	1.026083	-7.58825	12.37	2.63	
NGC 338		GX	1.010114	30.668972	12.7	1.75	
NGC 3380		GX	10.803383	28.601778	13.45	1.56	
NGC 3381		GX	10.806894	34.711417	12.89	2.02	
NGC 3382		STAR	10.806953	36.725444	99.0	0.0	
NGC 3383		GX	10.788667	-24.438167	13.55	1.45	
NGC 3384		GX	10.804692	12.629278	9.96	5.24	
NGC 3385		GX	10.803231	4.92775	13.57	1.61	
NGC 3386		GX	10.803308	4.998583	14.57	1.06	
NGC 3387		OTHER	10.80465	4.966611	99.0	0.0	
NGC 3389		GX	10.807753	12.533194	12.04	2.68	
NGC 339		GC	0.961683	-74.473389	12.21	2.9	
NGC 3390		GX	10.801211	-31.533361	12.23	3.11	
NGC 3391		GX	10.815656	14.219833	13.3	0.87	
NGC 3392		GX	10.850833	65.781556	16.11	0.9	
NGC 3393		GX	10.806517	-25.162056	13.09	1.95	
NGC 3394		GX	10.8444	65.727222	13.15	1.77	
NGC 3395		GX	10.830586	32.982861	12.06	1.6	
NGC 3396		GX	10.831964	32.990833	12.5	3.1	
NGC 3398		GX	10.858731	55.390972	14.42	0.86	
NGC 3399		GX	10.824333	16.218556	14.48	1.52	
NGC 340		GX	1.009689	-6.866583	14.52	0.94	
NGC 3400		GX	10.845964	28.469083	14.07	1.53	
NGC 3401		OTHER	10.838853	5.8115	99.0	0.0	
NGC 3402		GX	10.840686	-12.844611	11.89	1.85	
NGC 3403		GX	10.898572	73.690361	13.02	2.78	
NGC 3404		GX	10.838328	-12.108722	14.06	2.06	
NGC 3405		GX	10.828833	16.240278	99.0	1.2	
NGC 3405 NED01		GX	10.828697	16.238833	14.71	1.29	
NGC 3405 NED02		GX	10.828989	16.242194	15.56	0.66	
NGC 3406		GX	10.862278	51.023889	99.0	1.2	
NGC 3406 NED01		GX	10.862119	51.022167	13.84	1.45	
NGC 3406 NED02		GX	10.862356	51.025083	14.79	1.12	
NGC 3407		GX	10.871608	61.379639	14.63	1.35	
NGC 3408		GX	10.869911	58.438139	14.23	0.85	
NGC 3409		GX	10.838986	-17.043639	15.81	1.39	
NGC 341		GX	1.012731	-9.185694	13.97	1.25	
NGC 3410		GX	10.864919	51.0065	14.89	0.87	
NGC 3412		GX	10.848133	13.412139	10.53	3.96	
NGC 3413		GX	10.855761	32.766389	13.12	2.02	
NGC 3414		GX	10.854503	27.975111	11.09	2.67	
NGC 3415		GX	10.861833	43.712611	12.61	1.35	
NGC 3416		GX	10.863419	43.764139	15.51	0.59	
NGC 3417		GX	10.850478	8.4735	15.21	0.81	
NGC 3418		GX	10.856653	28.112028	14.28	1.1	
NGC 3419		GX	10.854928	13.946	13.84	0.75	
NGC 3419A		GX	10.855539	14.023444	14.85	1.67	
NGC 342		GX	1.01385	-6.772556	15.43	0.91	
NGC 3420		GX	10.836017	-17.242528	15.01	1.16	
NGC 3421		GX	10.849342	-12.448528	14.58	1.58	
NGC 3422		GX	10.854817	-12.402389	14.71	1.33	
NGC 3423		GX	10.853981	5.840028	11.17	3.56	
NGC 3424		GX	10.862869	32.90075	13.13	2.49	
NGC 3425		GX	10.857092	8.567139	14.44	1.16	
NGC 3426		GX	10.861597	18.480833	13.78	1.71	
NGC 3427		GX	10.857314	8.298694	13.95	1.3	
NGC 3428		GX	10.858197	9.2795	14.03	1.4	
NGC 343		GX	0.973314	-23.225222	16.56	0.72	
NGC 3430		GX	10.869833	32.950444	11.81	3.99	
NGC 3431		GX	10.854178	-17.008028	14.53	1.5	
NGC 3432		GX	10.875314	36.618778	11.27	7.41	
NGC 3433		GX	10.867742	10.148306	13.3	2.51	
NGC 3434		GX	10.866119	3.792056	13.47	1.45	
NGC 3435		GX	10.913425	61.289861	14.05	1.75	
NGC 3436		GX	10.874303	8.094028	14.92	0.86	
NGC 3437		GX	10.876597	22.934139	12.19	2.35	
NGC 3438		GX	10.873883	10.54725	14.25	0.89	
NGC 3439		GX	10.873811	8.557583	15.24	0.44	
NGC 344		GX	0.973733	-23.229222	16.87	0.28	
NGC 3440		GX	10.897083	57.11875	14.06	2.03	
NGC 3441		GX	10.875311	7.224889	14.02	0.79	
NGC 3442		GX	10.885586	33.910361	13.41	0.54	
NGC 3443		GX	10.883367	17.573639	14.58	1.77	
NGC 3444		GX	10.883161	10.210583	15.52	1.36	
NGC 3445		GX	10.909858	56.990694	12.66	1.41	
NGC 3446		OC	10.868592	-45.13925	99.0	7.5	
NGC 3447		GX	10.874111	16.778889	99.0	3.6	
NGC 3447A		GX	10.889994	16.772444	14.47	3.38	
NGC 3447B		GX	10.891569	16.786	15.35	1.49	
NGC 3448		GX	10.910889	54.304861	11.98	2.97	
NGC 3449		GX	10.881572	-32.927611	12.98	3.66	
NGC 345		GX	1.022806	-6.884278	14.86	0.98	
NGC 3450		GX	10.801006	-20.849194	11.83	2.61	
NGC 3451		GX	10.905803	27.23975	13.5	1.66	
NGC 3452		GX	10.903911	-11.405056	14.8	1.25	
NGC 3453		GX	10.894583	-21.79275	13.91	1.09	
NGC 3454		GX	10.908203	17.344028	13.71	2.41	
NGC 3455		GX	10.908636	17.28475	12.73	2.27	
NGC 3456		GX	10.900919	-16.027722	13.33	1.75	
NGC 3457		GX	10.913508	17.62125	12.98	0.97	
NGC 3458		GX	10.933744	57.116972	13.05	1.38	
NGC 3459		GX	10.9123	-17.042	14.5	1.45	
NGC 346		OC	0.984733	-72.177111	99.0	8.5	
NGC 3461		GX	10.915358	17.708139	15.99	0.51	
NGC 3462		GX	10.922517	7.69675	13.36	1.76	
NGC 3463		GX	10.920378	-26.14075	13.82	1.51	
NGC 3464		GX	10.911114	-21.066639	12.63	2.37	
NGC 3465		GX	10.992019	75.191278	14.55	0.95	
NGC 3466		GX	10.937633	9.754444	14.55	1.0	
NGC 3467		GX	10.945578	9.758917	13.43	0.92	
NGC 3468		GX	10.958658	40.946139	14.02	1.5	
NGC 3469		GX	10.949358	-14.300806	14.28	1.56	
NGC 347		GX	1.026433	-6.733667	15.71	0.6	
NGC 3470		GX	10.979139	59.510694	14.19	1.36	
NGC 3471		GX	10.985836	61.530694	12.78	1.79	
NGC 3472		OTHER	10.956178	-19.637694	99.0	0.0	
NGC 3473		GX	10.968103	17.124417	14.64	1.05	
NGC 3474		GX	10.9691	17.095694	15.02	1.06	
NGC 3475		GX	10.973672	24.226333	14.54	1.13	
NGC 3476		GX	10.968778	9.276139	14.86	1.01	
NGC 3477		GX	10.970161	9.217806	15.57	1.41	
NGC 3478		GX	10.990933	46.122389	12.87	2.05	
NGC 3479		GX	10.982078	-14.961389	13.91	1.53	
NGC 348		GX	1.014447	-53.2445	14.59	0.84	
NGC 3481		GX	10.990603	-7.543639	13.81	0.81	
NGC 3482		GX	10.976186	-46.583889	12.62	1.85	
NGC 3483		GX	10.983383	-28.476972	13.24	1.79	
NGC 3484		OTHER	10.956681	-19.63325	99.0	0.0	
NGC 3485		GX	11.000661	14.841583	12.24	2.17	
NGC 3486		GX	11.006631	28.975139	10.57	5.82	
NGC 3487		GX	11.012931	17.587611	14.6	0.89	
NGC 3488		GX	11.023225	57.677667	13.68	1.51	
NGC 3489		GX	11.005158	13.901222	10.23	3.44	
NGC 349		GX	1.030764	-6.799806	14.05	1.34	
NGC 3490		GX	10.998447	9.361889	15.25	0.89	
NGC 3491		GX	11.009833	12.161556	13.23	0.92	
NGC 3492		GX	11.015833	10.505	99.0	1.0	
NGC 3492 NED01		GX	11.015764	10.504222	15.34	0.98	
NGC 3492 NED02		GX	11.01595	10.505472	13.14	1.17	
NGC 3493		GX	11.024397	27.719583	15.08	0.98	
NGC 3494		STAR	11.019697	3.774306	99.0	0.0	
NGC 3495		GX	11.021175	3.627944	12.43	4.66	
NGC 3496		OC	10.992725	-60.336861	8.2	6.0	
NGC 3497		GX	11.121686	-19.471556	13.01	2.58	
NGC 3498		OTHER	11.028386	14.350722	99.0	0.0	
NGC 3499		GX	11.053064	56.221722	14.2	0.83	
NGC 35		GX	0.186244	-12.020917	14.88	0.76	
NGC 350		GX	1.032419	-6.795722	15.43	0.79	
NGC 3500		GX	11.030964	75.201361	14.76	0.87	
NGC 3501		GX	11.046464	17.989333	13.6	4.31	
NGC 3503		RN	11.021456	-59.84575	99.0	3.0	
NGC 3504		GX	11.053114	27.9725	12.18	2.48	
NGC 3506		GX	11.053603	11.076667	13.16	1.16	
NGC 3507		GX	11.057044	18.135444	12.07	2.92	
NGC 3508		GX	11.049908	-16.289444	13.38	1.0	
NGC 3509		GX	11.073208	4.828611	14.11	1.93	
NGC 351		GX	1.032733	-1.93675	14.12	1.53	
NGC 3510		GX	11.062047	28.887167	13.49	1.55	
NGC 3511		GX	11.056603	-23.086778	11.02	6.04	
NGC 3512		GX	11.067483	28.036806	12.29	1.59	
NGC 3513		GX	11.0628	-23.2455	11.66	2.81	
NGC 3514		GX	11.066639	-18.780583	13.79	1.22	
NGC 3515		GX	11.077011	28.227972	14.7	0.98	
NGC 3516		GX	11.113192	72.568583	12.09	1.91	
NGC 3517		GX	11.093558	56.524917	13.8	0.95	
NGC 3519		OC	11.067436	-61.36825	7.7	4.8	
NGC 352		GX	1.035892	-4.245472	12.59	2.29	
NGC 3520		GX	11.119225	-18.023694	14.87	0.95	
NGC 3521		GX	11.096828	-0.035861	9.11	8.32	
NGC 3522		GX	11.111239	20.085556	14.07	1.17	
NGC 3523		GX	11.051756	75.11575	13.74	1.14	
NGC 3524		GX	11.108917	11.385417	13.33	1.47	
NGC 3526		GX	11.115731	7.173917	13.58	2.38	
NGC 3527		GX	11.121719	28.527778	14.92	1.18	
NGC 3529		GX	11.121978	-19.555639	14.07	1.11	
NGC 353		GX	1.040147	-1.958861	14.63	1.26	
NGC 3530		GX	11.14455	57.230194	14.32	0.81	
NGC 3532	Wishing Well Cluster	OC	11.096617	-58.7705	3.0	12.0	
NGC 3533		GX	11.118764	-37.172639	13.77	2.88	
NGC 3534		GX	11.148794	26.6105	14.04	1.44	
NGC 3534B		GX	11.149214	26.596139	14.86	0.92	
NGC 3535		GX	11.142756	4.831889	14.18	1.16	
NGC 3536		GX	11.147556	28.475694	15.14	0.84	
NGC 3537		GX	11.14075	-10.257778	99.0	1.4	
NGC 3537 NED01		GX	11.140697	-10.256028	14.18	1.35	
NGC 3537 NED02		GX	11.140814	-10.258833	99.0	1.38	
NGC 3538		STAR	11.192872	75.569722	99.0	0.0	
NGC 3539		GX	11.152456	28.672528	15.22	1.26	
NGC 354		GX	1.054553	22.342667	14.16	0.9	
NGC 3540		GX	11.154467	36.021083	14.49	1.32	
NGC 3541		GX	11.142281	-10.491833	15.39	1.3	
NGC 3542		GX	11.165408	36.9465	14.89	0.81	
NGC 3543		GX	11.182347	61.347028	14.14	1.21	
NGC 3544		GX	11.191797	-18.2895	13.06	3.06	
NGC 3545		GX	11.170194	36.965556	99.0	1.3	
NGC 3545A		GX	11.170069	36.964778	14.97	1.16	
NGC 3545B		GX	11.170347	36.966556	15.17	0.44	
NGC 3546		GX	11.162997	-13.380861	14.46	1.91	
NGC 3547		GX	11.165539	10.720833	12.88	1.74	
NGC 3549		GX	11.182464	53.387778	12.14	2.64	
NGC 355		GX	1.051939	-6.324	16.43	0.73	
NGC 3550		GX	11.177417	28.768333	99.0	1.2	
NGC 3550 NED01		GX	11.177389	28.767778	14.44	0.87	
NGC 3550 NED02		GX	11.177333	28.767611	13.22	1.07	
NGC 3551		GX	11.162344	21.758917	14.7	1.38	
NGC 3552		GX	11.178569	28.693167	15.04	0.82	
NGC 3553		GX	11.177911	28.68475	16.03	0.54	
NGC 3554		GX	11.17995	28.660278	15.21	0.74	
NGC 3555		GX	11.163981	21.810194	15.64	0.6	
NGC 3557		GX	11.166011	-37.539167	10.42	4.36	
NGC 3557B		GX	11.158925	-37.349639	12.55	1.83	
NGC 3558		GX	11.182186	28.543806	14.55	0.99	
NGC 3559		GX	11.179225	12.016139	13.78	1.5	
NGC 356		GX	1.051972	-6.988361	14.08	1.75	
NGC 3561	the Guitar	GX	11.187	28.696472	14.7	1.71	
NGC 3562		GX	11.2163	72.879306	12.2	1.69	
NGC 3563		GX	11.190139	26.9625	99.0	1.4	
NGC 3563A		GX	11.189925	26.961861	15.6	0.58	
NGC 3563B		GX	11.190333	26.963583	14.75	1.13	
NGC 3564		GX	11.176772	-37.547583	12.16	1.95	
NGC 3565		GX	11.129903	-20.021556	15.43	0.68	
NGC 3567		GX	11.188522	5.836306	14.4	1.22	
NGC 3568		GX	11.180158	-37.447861	12.41	2.7	
NGC 3569		GX	11.202247	35.452139	14.43	1.15	
NGC 357		GX	1.056078	-6.339222	12.02	2.11	
NGC 3570		GX	11.200931	27.589778	14.94	1.06	
NGC 3572		OC	11.172	-60.248361	6.6	4.08	
NGC 3573		GX	11.188492	-36.875528	12.33	2.55	
NGC 3574		GX	11.203369	27.624833	15.68	0.73	
NGC 3576		EN	11.192131	-61.363	99.0	3.0	
NGC 3577		GX	11.229139	48.272722	14.73	1.16	
NGC 3578		OTHER	11.214664	-15.95725	99.0	0.0	
NGC 3579		EN	11.199889	-61.243222	99.0	20.0	
NGC 358		OTHER	1.086369	62.020444	99.0	0.0	
NGC 3580		GX	11.221092	3.657333	14.68	0.85	
NGC 3581		EN	11.200544	-61.301861	99.0	0.0	
NGC 3582		EN	11.203325	-61.273556	99.0	0.0	
NGC 3583		GX	11.236358	48.318528	12.17	2.24	
NGC 3584		EN	11.205497	-61.228611	99.0	0.0	
NGC 3585		GX	11.221414	-26.754833	9.69	6.61	
NGC 3586		EN	11.208317	-61.35225	99.0	0.0	
NGC 3588		GX	11.234083	20.388611	15.3	0.55	
NGC 3589		GX	11.253703	60.699917	14.48	1.49	
NGC 359		GX	1.071378	-0.764917	14.42	1.28	
NGC 3590		OC	11.216381	-60.789028	8.2	5.1	
NGC 3591		GX	11.234253	-14.087333	14.49	1.22	
NGC 3592		GX	11.240936	17.26	14.55	2.13	
NGC 3593		GX	11.243611	12.817667	10.91	4.69	
NGC 3594		GX	11.270553	55.704333	14.96	1.25	
NGC 3595		GX	11.257097	47.447028	12.92	1.51	
NGC 3596		GX	11.251725	14.787028	11.49	3.55	
NGC 3597		GX	11.244992	-23.727694	13.09	1.49	
NGC 3598		GX	11.253242	17.262694	13.47	1.61	
NGC 3599		GX	11.257489	18.110389	12.01	2.4	
NGC 36		GX	0.189528	6.389361	14.39	2.14	
NGC 360		GX	1.047625	-65.609972	13.43	3.99	
NGC 3600		GX	11.264447	41.591028	12.98	1.87	
NGC 3601		GX	11.25925	5.115417	14.25	0.51	
NGC 3602		GX	11.263422	17.416111	15.63	1.04	
NGC 3603		OC	11.251831	-61.261222	99.0	3.3	
NGC 3604		GX	11.291714	4.555583	12.22	1.4	
NGC 3605		GX	11.279608	18.017167	12.3	1.25	
NGC 3606		GX	11.271008	-33.827444	13.39	1.59	
NGC 3607		GX	11.281844	18.05175	10.0	4.59	
NGC 3608		GX	11.283042	18.148694	10.63	3.18	
NGC 3609		GX	11.297394	26.625806	13.97	1.17	
NGC 361		OC	1.036156	-71.60475	11.77	2.6	
NGC 3610		GX	11.307019	58.786278	10.77	2.39	
NGC 3612		GX	11.304089	26.620556	14.93	0.93	
NGC 3613		GX	11.310031	58.0	10.81	3.55	
NGC 3614		GX	11.305922	45.748222	12.15	2.5	
NGC 3614A		GX	11.303297	45.716889	16.0	0.69	
NGC 3615		GX	11.301847	23.397333	13.89	1.51	
NGC 3616		STAR	11.302464	14.765222	99.0	0.0	
NGC 3617		GX	11.297461	-26.134417	12.75	1.79	
NGC 3618		GX	11.309039	23.469083	14.28	0.89	
NGC 3619		GX	11.322656	57.757833	12.53	3.89	
NGC 362		GC	1.053953	-70.848222	6.58	8.7	
NGC 3620		GX	11.267967	-76.216306	13.88	3.16	
NGC 3621		GX	11.304586	-32.814056	9.55	9.79	
NGC 3622		GX	11.336769	67.241556	13.13	1.25	
NGC 3624		GX	11.314161	7.521389	14.8	0.91	
NGC 3625		GX	11.342039	57.781417	13.92	1.91	
NGC 3626		GX	11.334392	18.356833	10.98	2.94	
NGC 3628		GX	11.338047	13.589694	9.45	11.04	
NGC 3629		GX	11.342169	26.963361	12.94	1.77	
NGC 363		GX	1.104386	-16.54275	15.64	0.82	
NGC 3630		GX	11.33805	2.964389	12.8	1.92	
NGC 3631		GX	11.350797	53.169556	10.42	3.72	
NGC 3633		GX	11.340617	3.585611	14.29	1.19	
NGC 3634		GX	11.341753	-9.01375	15.5	0.35	
NGC 3635		GX	11.342053	-9.013611	14.64	1.35	
NGC 3636		GX	11.340289	-10.281778	12.4	2.51	
NGC 3637		GX	11.344325	-10.257361	12.63	2.45	
NGC 3638		GX	11.336119	-8.105694	14.18	1.6	
NGC 3639		GX	11.359911	18.458583	14.05	1.1	
NGC 364		GX	1.078008	-0.80275	14.24	1.4	
NGC 3640		GX	11.351903	3.234833	10.41	4.33	
NGC 3641		GX	11.352447	3.194583	13.21	0.99	
NGC 3642		GX	11.371636	59.074528	12.19	4.27	
NGC 3643		GX	11.356942	3.013917	14.66	0.95	
NGC 3644		GX	11.359131	2.810444	15.02	1.43	
NGC 3646		GX	11.361967	20.169556	11.2	3.09	
NGC 3647		GX	11.360717	2.891722	15.67	0.39	
NGC 3648		GX	11.375419	39.876889	12.64	1.19	
NGC 3649		GX	11.370761	20.208528	14.67	0.76	
NGC 365		GX	1.071867	-35.121417	14.25	1.01	
NGC 3650		GX	11.376497	20.703917	14.48	1.91	
NGC 3651		GX	11.373972	24.297222	99.0	1.0	
NGC 3651 NED01		GX	11.373978	24.299083	14.16	1.35	
NGC 3651 NED02		GX	11.373994	24.295444	15.22	0.78	
NGC 3652		GX	11.377508	37.765111	12.66	2.48	
NGC 3653		GX	11.375019	24.279278	14.58	1.21	
NGC 3654		GX	11.402983	69.413083	13.32	1.46	
NGC 3655		GX	11.381839	16.590028	11.67	1.45	
NGC 3656		GX	11.394069	53.842111	12.75	1.46	
NGC 3657		GX	11.398772	52.921	13.24	0.99	
NGC 3658		GX	11.399517	38.562333	12.16	1.72	
NGC 3659		GX	11.395983	17.818667	12.82	1.96	
NGC 366		OC	1.107219	62.228917	99.0	5.1	
NGC 3660		GX	11.3923	-8.658556	12.66	2.56	
NGC 3661		GX	11.394008	-13.831111	14.34	1.77	
NGC 3662		GX	11.396239	-1.104861	13.77	1.32	
NGC 3663		GX	11.399975	-12.296444	13.16	1.98	
NGC 3664		GX	11.406736	3.325	12.7	1.45	
NGC 3664A		GX	11.406972	3.2225	15.77	0.63	
NGC 3665		GX	11.412131	38.762861	10.83	4.06	
NGC 3666		GX	11.407242	11.342222	12.69	3.44	
NGC 3667		GX	11.404728	-13.857306	14.0	2.1	
NGC 3667A		GX	11.405969	-13.855806	14.8	0.92	
NGC 3668		GX	11.425122	63.446333	13.11	1.82	
NGC 3669		GX	11.4241	57.72125	13.34	1.79	
NGC 367		GX	1.096914	-12.128472	15.45	0.96	
NGC 3670		GX	11.413794	23.945222	14.35	1.06	
NGC 3671		GX	11.431264	60.479583	15.61	0.82	
NGC 3672		GX	11.417353	-9.795389	11.34	2.9	
NGC 3673		GX	11.420236	-26.736722	11.57	3.48	
NGC 3674		GX	11.440725	57.048389	13.01	1.59	
NGC 3675		GX	11.435717	43.585917	10.09	5.9	
NGC 3676		GX	11.427083	-11.139667	14.68	1.01	
NGC 3677		GX	11.438267	46.974111	13.82	1.49	
NGC 3678		GX	11.437711	27.867139	14.14	0.71	
NGC 3679		GX	11.36335	-5.757694	14.85	1.21	
NGC 368		GX	1.072789	-43.27675	14.7	0.72	
NGC 3680		OC	11.426967	-43.250111	7.6	5.7	
NGC 3681		GX	11.441611	16.863194	11.92	1.74	
NGC 3682		GX	11.461444	66.589833	12.49	2.23	
NGC 3683		GX	11.458847	56.877056	12.97	1.74	
NGC 3683A		GX	11.4866	57.132333	12.72	2.03	
NGC 3684		GX	11.453111	17.030167	11.81	2.29	
NGC 3685		GX	11.471172	4.327278	15.46	0.75	
NGC 3686		GX	11.462214	17.224194	11.43	2.88	
NGC 3687		GX	11.466836	29.511056	12.58	1.4	
NGC 3688		GX	11.462347	-9.165611	15.38	1.11	
NGC 3689		GX	11.469731	25.661167	12.31	1.48	
NGC 369		GX	1.085808	-17.759194	14.58	0.95	
NGC 3690		GX	11.475639	58.561944	99.0	2.1	
NGC 3690A		GX	11.475283	58.561306	12.86	0.21	
NGC 3690B		GX	11.476008	58.562944	11.68	2.4	
NGC 3691		GX	11.469281	16.920472	12.63	1.49	
NGC 3692		GX	11.473336	9.407639	12.94	3.22	
NGC 3693		GX	11.469881	-13.194861	14.02	2.33	
NGC 3694		GX	11.481703	35.414	13.56	1.0	
NGC 3695		GX	11.488081	35.575722	14.85	0.97	
NGC 3696		GX	11.478858	-11.282833	14.97	0.9	
NGC 3697		GX	11.480661	20.795028	13.06	2.07	
NGC 3699		PN	11.465875	-59.958056	11.3	0.75	
NGC 37		GX	0.189703	-56.957333	14.94	1.11	
NGC 370		OTHER	1.112386	32.428694	99.0	0.0	
NGC 3700		GX	11.494058	35.514639	14.87	0.98	
NGC 3701		GX	11.491367	24.093444	13.02	1.6	
NGC 3702		GX	11.503744	-8.862917	14.67	1.29	
NGC 3703		GX	11.485933	-8.446444	15.68	0.6	
NGC 3704		GX	11.501292	-11.546333	13.88	1.55	
NGC 3705		GX	11.502072	9.276639	10.97	4.31	
NGC 3705A		GX	11.508256	9.387944	15.72	0.89	
NGC 3705B		GX	11.495472	9.205806	16.59	0.59	
NGC 3706		GX	11.495675	-36.391306	11.3	3.1	
NGC 3707		GX	11.503211	-11.5435	15.83	0.67	
NGC 3708		OTHER	11.510911	-3.222583	99.0	0.0	
NGC 3709		OTHER	11.510908	-3.255917	99.0	0.0	
NGC 371		OC	1.058203	-72.056833	99.0	4.2	
NGC 3710		GX	11.518594	22.768056	13.09	1.22	
NGC 3711		GX	11.490422	-11.079083	14.69	0.95	
NGC 3712		GX	11.519208	28.567944	15.63	1.97	
NGC 3713		GX	11.528339	28.153583	14.18	1.21	
NGC 3714		GX	11.531558	28.358472	14.33	1.23	
NGC 3715		GX	11.52565	-14.231361	13.45	1.23	
NGC 3716		GX	11.528092	3.488	14.24	0.92	
NGC 3717		GX	11.525553	-30.30775	11.23	6.52	
NGC 3718		GX	11.543014	53.067917	10.7	4.7	
NGC 3719		GX	11.537072	0.819278	13.11	1.67	
NGC 3720		GX	11.539333	0.804	13.02	1.07	
